Bucket,Count,Total Weight,loan_id (Representative Value),monthly_reporting_period (Representative Value),current_actual_upb (Average),loan_age (Average),zero_flag (Average),current_interest_rate (Average),estimated_ltv (Average),msa (Representative Value),maturity_date (Representative Value),num_units (Average),occupancy_primary (Average),orig_dti (Weighted Average),orig_upb (Average),orig_ltv (Weighted Average),orig_interest_rate (Weighted Average),prepayment_penalty (Average),property_type_co_cp (Average),property_type_mh (Average),property_type_pu (Average),postal_code (Average),incentive (Average),price_delta (Weighted Average),r_incentive (Weighted Average),r_price_delta (Weighted Average)
"[0, 1)",53949841,9271627458501.0,F99Q10000021,2002-07-01,171856.43713947182,46.4846221326213,0.012477349099138215,4.739515102259523,49.71506443411882,35004.0,2029-02-01,1.0159219392020218,0.959617990347738,34.21525841547794,197580.88823653807,72.86291410439516,4.505542802859364,0.0012733679789714303,0.06809942220218962,0.00730041076488066,0.18274982497168063,513.8601967441722,-0.31052151414125584,1.1673538982490794,-58.78319709551283,116.24539358946566
"[1, inf)",3409699,479904538747.0,F99Q10008637,1999-02-01,140746.89254007465,48.366949692626825,0.011117403618325254,5.140787245443073,45.97892021425332,34980.0,2014-02-01,1.2669358665932218,0.0,35.316125328455676,160298.27882167898,70.65711950422106,4.897914650959062,0.0003932898475789212,0.10948620391418715,0.0011323580175258872,0.15171984389237878,579.2863156956212,0.25416126790077365,1.201344744726217,-2.2685067466780766,119.64334993187211
