Bucket,Count,Total Weight,loan_id (Representative Value),monthly_reporting_period (Representative Value),current_actual_upb (Average),loan_age (Average),current_interest_rate (Average),estimated_ltv (Average),msa (Representative Value),maturity_date (Representative Value),num_units (Average),occupancy_primary (Average),occupancy_investment (Average),orig_dti (Weighted Average),orig_upb (Average),orig_ltv (Weighted Average),orig_interest_rate (Weighted Average),prepayment_penalty (Average),property_type_co_cp (Average),property_type_mh (Average),property_type_pu (Average),postal_code (Average),incentive (Average),price_delta (Weighted Average),r_incentive (Weighted Average),r_price_delta (Weighted Average)
"[0, 1)",56648482,9751531997248.0,F99Q10000021,2002-07-01,172141.09986650659,46.517776116224965,4.757752795864857,49.48796732266856,35004.0,2029-02-01,1.0309054341144206,0.9024961869234202,0.05952131250401379,34.266197984522556,195375.399626772,72.75436047187412,4.524852694969931,0.0012184615997300687,0.07055705393835619,0.006960627824060669,0.18088659463107942,517.5313096946862,-0.2872444796314224,1.169026698123482,-56.001925761742804,116.41261804933978
"[1, inf)",711058,0.0,F99Q10000021,2004-04-01,0.0,52.86954088133457,5.2107559397404986,49.656549014637854,35004.0,2029-02-01,1.0258321214490853,0.9087852186460176,0.053310700392935596,33.09103798826978,194508.15123379527,70.53274375862317,5.225870300313055,0.001427450362698964,0.07076497275890294,0.004792857966579379,0.18239299747699905,535.121882476045,0.5428401621246086,1.19009901329617,54.046089067277215,118.51085284182162
